id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20610530,"

ড্রোন থেকে গাপ্পি সবই ব্যর্থ, মশা বেড়ে দ্বিগুণ
",1518,1.0,1.0,100.0
20616783,"

ভারতে ধনী ও গরিবের বৈষম্য দৃষ্টিকটুভাবে বাড়ছে : রিপোর্ট
",1430,2.0,0.9413333333333334,94.13333333333334
20616782,"

আয়ারল্যান্ডকে ইউরোপীয় ইউনিয়নে বন্ধু হিসেবে দেখা উচিৎ বাংলাদেশের : আইরিশ মন্ত্রী
",1323,3.0,0.87,87.0
20606884,বঙ্গভবনে অভিযোগ তদন্তে ডিবি,1194,4.0,0.784,78.4
20610543,মালয়েশিয়ার রমজান চিত্র: বাংলাদেশিদের ইফতারে অভিভূত মালয়েশিয়ানরা,1177,5.0,0.7726666666666666,77.26666666666667
20606898,কোনো সারপ্রাইজ নয়!,1148,6.0,0.7533333333333333,75.33333333333333
20606762,"
দেশ জাতি রাষ্ট্র 
জলদস্যু বনাম রাষ্ট্রদস্যু
",1142,7.0,0.7493333333333333,74.93333333333332
20606862,"
দেশ জাতি রাষ্ট্র 
জলদস্যু বনাম রাষ্ট্রদস্যু
",1141,8.0,0.7486666666666667,74.86666666666667
20606846,"

ডিজিটাল জুয়ার ফাঁদ
",1109,9.0,0.7273333333333334,72.73333333333333
20606761,"

ডিজিটাল জুয়ার ফাঁদ
",1108,10.0,0.7266666666666667,72.66666666666667
20606864,"
	তৃতীয় পক্ষের মাধ্যমে দস্যুদের যোগাযোগ 
পণবন্দী নাবিক ও জাহাজ উদ্ধারে আলোচনার দুয়ার খুলছে
",1107,11.0,0.726,72.6
20612141,"

তামিমদের ‘সস্তা’ কাণ্ডে শুধুই বিস্ময় আর হতাশা
",1002,12.0,0.656,65.60000000000001
20612992,"

তামিমদের এমন আচরণে শুধুই বিস্ময় আর হতাশা
",1001,13.0,0.6553333333333333,65.53333333333333
20606748,"

১ সপ্তাহে শতাধিক ত্রাণকর্মী হত্যা ইসরাইলের
",954,14.0,0.624,62.4
20612136,"

ভারতীয় পণ্য বর্জন এবং বিএনপির সংহতি : বিবিসির বিশ্লেষণ
",946,15.0,0.6186666666666667,61.86666666666667
20613751,"

দেশের বরেণ্য আইনজীবীদের ওপরও জুলুম চলছে : ড. মুহাম্মদ রেজাউল করিম
",923,16.0,0.6033333333333334,60.333333333333336
20611075,মিয়ানমার সংকট-নিরাপত্তা ও মানবতা,881,17.0,0.5753333333333334,57.53333333333334
20610545,সোমালিয়ার দস্যুদের কবলে এমভি আব্দুল্লাহ: জলদস্যুতার অতীত ও বর্তমান,880,18.0,0.5746666666666667,57.46666666666667
20606755,"

তাওবার মাধ্যমে রবের দিকে ফিরে আসা
",872,19.0,0.5693333333333334,56.93333333333334
20616077,"

ফের মধ্যপ্রাচ্য সফরে অ্যান্টনি ব্লিঙ্কেন, যুদ্ধ কি থামবে?
",868,20.0,0.5666666666666667,56.666666666666664
20606882,গ্যাস সংকটে ধুঁকছে শিল্প,860,21.0,0.5613333333333334,56.13333333333333
20606885,উৎকণ্ঠায় অপেক্ষা স্বজনদের,729,22.0,0.474,47.4
20606751,"

আমি সবসময় ভালো গল্পের সাথে থাকতে চাই : খায়রুল বাসার
",698,23.0,0.4533333333333333,45.33333333333333
20606838,"

রমজানেও শান্তিতে নেই সীমান্ত এলাকার মানুষ
",695,24.0,0.4513333333333333,45.13333333333333
20606956,প্রথম লড়াইয়ের রোমাঞ্চে ‘জ্যোতি-অ্যালিসা’,675,25.0,0.438,43.8
20611055,"

ছড়িয়ে পড়ছে ‘স্লো ফুড’ আন্দোলন
",660,26.0,0.428,42.8
20606983,"ফেব্রুয়ারিতে সড়ক, রেল ও নৌ-পথের ৫৪৬টি দুর্ঘটনায় ৫৯৯ জন নিহত",656,27.0,0.42533333333333334,42.53333333333333
20606839,"

সর্বজনীন পেনশন স্কিমে যুক্ত হলো 'প্রত্যয় স্কিম'
সরকারি স্বায়ত্তশাসিত প্রতিষ্ঠানে আগামী জুলাই থেকে যোগদানকারীরা এই স্কিমের আওতায় আসবেন
",648,28.0,0.42,42.0
20609856,"

৭০ ভাগ ফিলিস্তিনি মনে করে, ৭ অক্টোবর হামাস 'ঠিক' কাজ করেছিল
",622,29.0,0.4026666666666667,40.266666666666666
20606747,"
	ব্যাংকে টাকার সঙ্কট কাটছে না 
এক দিনেই কেন্দ্রীয় ব্যাংক থেকে ধার ২২ হাজার কোটি টাকা
",615,30.0,0.398,39.800000000000004
20606841,"

উন্নয়ন প্রকল্প বাস্তবায়ন ১৪ বছরে সবচেয়ে হতাশাজনক
৮ মাসে মাত্র ৩১.১৭ শতাংশ ৩০ শতাংশও বাস্তবায়ন করতে পারেনি ২০ মন্ত্রণালয় 
",602,31.0,0.3893333333333333,38.93333333333333
20606828,"

যুথীসহ ৪ আইনজীবীর আগাম জামিন
আজ আপনার ক্ষমতা আছে, কাল নাও থাকতে পারে: শুনানিতে হাইকোর্ট
",601,32.0,0.38866666666666666,38.86666666666667
20606886,‘সিলেট আওয়ামী লীগ ঐক্যবদ্ধ’,598,33.0,0.38666666666666666,38.666666666666664
20606975,জিম্মি জাহাজের মালিকপক্ষের সঙ্গে যোগাযোগ দস্যুদের,596,34.0,0.38533333333333336,38.53333333333334
20611067,"

গাজীপুরে সিকিউরিটি অ্যাজেন্সির নামে প্রতারণা : উদ্ধার ২৭, গ্রেফতার ১৪
",587,35.0,0.37933333333333336,37.93333333333334
20606880,৯ মাসে ববিতে ৩ শিক্ষার্থীর আত্মহত্যা,583,36.0,0.37666666666666665,37.666666666666664
20606737,"

পরিবেশ দূষণে ভয়ানক স্বাস্থ্যঝুঁকি বাড়ছে	 	
কমছে আয়ু, ক্ষতিগ্রস্ত অর্থনীতি, নষ্ট কর্মঘণ্টা
",580,37.0,0.37466666666666665,37.46666666666666
20610870,"সাংবাদিক রানার সব অভিযোগ অবিলম্বে প্রত্যাহার দাবি সিপিজের, দায়মুক্তি দিয়ে সাংবাদিকদের হয়রানি করা যাবে না",568,38.0,0.36666666666666664,36.666666666666664
20613749,"

জয়ের লক্ষ্যে শুক্রবার শ্রীলঙ্কার বিপক্ষে প্রথম টেস্ট খেলতে নামছে বাংলাদেশ
",567,39.0,0.366,36.6
20612995,"

অলিম্পিক ফুটবলের ড্র অনুষ্ঠিত, সহজ গ্রুপে স্বাগতিক ফ্রান্স
",557,40.0,0.35933333333333334,35.93333333333334
20606800,"

বিপুল জলরাশির পদ্মায় এখন ধু ধু বালুচর
",551,41.0,0.35533333333333333,35.53333333333333
20606852,"

দেশে মদ আমদানি হয় বিনা শুল্কে আর খেজুর আনতে হয় শুল্ক দিয়ে - মির্জা আব্বাস
",549,42.0,0.354,35.4
20606842,"

সিয়াম অন্যান্য ইবাদত থেকে ভিন্নতর
",546,43.0,0.352,35.199999999999996
20606918,ফিলিস্তিনের বিপক্ষে দলীয় ঐক্যই শক্তি বাংলাদেশের,543,44.0,0.35,35.0
20611070,"গ্লোবাল বাকু কনফারেন্সে বিশ্ব নেতাদের উদ্দেশ্যে ড. ইউনূসের ভাষণ, ইউনেস্কা থেকে 'দি ট্রি অব পিস' পুরস্কার গ্রহণ",542,45.0,0.34933333333333333,34.93333333333333
20615421,"

গাজীপুরে চাকরির প্রলোভনে আটকে রেখে নির্যাতন : উদ্ধার ২৭, গ্রেফতার ১৪
",541,46.0,0.3486666666666667,34.86666666666667
20606921,উজ্জ্বল প্রত্যাবর্তন সাকিবের ম্যাচ জেতানো ফিফটি তামিমের,540,47.0,0.348,34.8
20616788,"

দিল্লির মুখ্যমন্ত্রী অরবিন্দ কেজরিওয়াল গ্রেফতার, ১৪৪ ধারা জারি
",539,48.0,0.3473333333333333,34.733333333333334
20606832,"

শ্রমিক অনৈক্য দূর করার আহ্বান
",536,49.0,0.3453333333333333,34.53333333333333
20606891,নাটোরে উৎকোচ না দেয়ায় ছয় শিক্ষকের বেতন বন্ধ,520,50.0,0.33466666666666667,33.46666666666667
20606889,চবি রেজিস্ট্রারকে হুঁশিয়ারি: ছাত্রলীগ না হলেই চাকরি ক্যান্সেল,519,51.0,0.334,33.4
20606779,"

সয়াল্যান্ড খ্যাত লক্ষ্মীপুরে সয়াবিন উৎপাদনে লক্ষ্যমাত্রা ছাড়িয়ে যাওয়ার আশা
",518,52.0,0.3333333333333333,33.33333333333333
20606881,বাংলাদেশি কূটনীতিককে গ্রহণ করছে না বাহরাইন,517,53.0,0.33266666666666667,33.266666666666666
20613748,"

ঈদে সড়কে দুর্ঘটনা এড়াতে যে নির্দেশ দিলেন ওবায়দুল কাদের
",506,54.0,0.3253333333333333,32.53333333333333
20616080,"

এআই নিয়ে নতুন একটি আইনের খসড়া করা হবে : আইনমন্ত্রী
",503,55.0,0.3233333333333333,32.33333333333333
20606844,"

৩ হাজার ৪৩৪ কোটি টাকার কেনাকাটা করবে সরকার
",500,56.0,0.32133333333333336,32.13333333333333
20610540,ঈদ উপলক্ষ্যে নতুন টাকার নোট পাওয়া যাবে যেসব ব্যাংকে,497,57.0,0.31933333333333336,31.933333333333337
20606757,"

সৃষ্টির পরতে পরতে আল্লাহর অস্তিত্বের প্রমাণ
",497,57.0,0.31933333333333336,31.933333333333337
20612338,ঈদের আগে-পরে ৬ দিন ট্রাক-কাভার্ড ভ্যান চলাচল বন্ধ থাকবে: কাদের,496,59.0,0.31866666666666665,31.866666666666667
20606914,বিএনপি নেতারা নেতৃত্বের ব্যর্থতা ঢাকার চেষ্টা করছে,496,59.0,0.31866666666666665,31.866666666666667
20606829,"

কায়সার কামালসহ ১০ আইনজীবীর জামিন
",492,61.0,0.316,31.6
20610529,"
চাষিদের বাঙ্গি চাষে আগ্রহ বাড়ছে 
ইন্দুরকানীতে বাঙ্গির বাম্পার ফলন ও দামে খুশি চাষিরা
",486,62.0,0.312,31.2
20606833,"

অতি লাভের আশায় অপরিপক্ব পেঁয়াজ উৎপাদনে ঘাটতি
",483,63.0,0.31,31.0
20606845,"

আড়াই মাসে অর্ধলক্ষাধিক শ্রমিক কম গেছে বিদেশে
	শর্ত জুড়ে দেয়ার কারণে কর্মী যাওয়ার গতি কমছে
",481,64.0,0.30866666666666664,30.866666666666664
20606815,"

দেশ ও নারীর উন্নয়নে খালেদা জিয়ার অবদান প্রশ্নাতীত : ইউট্যাব
",480,65.0,0.308,30.8
20616787,"

খোকসায় জেলা আ’লীগ সভাপতির বিরুদ্ধে সাবেক ইউপি চেয়ারম্যানকে পেটানোর অভিযোগ
",478,66.0,0.30666666666666664,30.666666666666664
20606912,কঠিন শর্তে মেডিকেলে বিদেশি শিক্ষার্থী কমছে সংকুচিত হচ্ছে বৈদেশিক মুদ্রা আয়,474,67.0,0.304,30.4
20606856,"

নতুন শুরুর প্রথম বাধা আজ ফিলিস্তিন
",473,68.0,0.30333333333333334,30.333333333333336
20606887,যাদের ওপর ফরজ রোজা না রাখার অবকাশ আছে?,470,69.0,0.30133333333333334,30.133333333333333
20606980,"কলাপাড়ায় ছাত্রলীগের কমিটি নিয়ে ফের উদ্বেগ-উৎকণ্ঠা, বিতর্ক",470,69.0,0.30133333333333334,30.133333333333333
20606945,টঙ্গীতে পানির ১৪ হাজার গ্রাহকের বকেয়া বিল ৩৮ কোটি টাকা,467,71.0,0.29933333333333334,29.933333333333334
20606879,ফখরুলের সংগ্রহশালায় ১৩০ দেশের মুদ্রা,467,71.0,0.29933333333333334,29.933333333333334
20606855,"

পতন থেকে ১ মাস পর ঘুরে দাঁড়ানোর চেষ্টায় পুঁজিবাজার
",466,73.0,0.2986666666666667,29.86666666666667
20611057,"

কুপিয়ানস্ক দখল করতে পারে রাশিয়া, আতঙ্কে শহরবাসী
",457,74.0,0.2926666666666667,29.26666666666667
20611059,"

কুপিয়ানস্ক দখল করতে পারে রাশিয়া, আতঙ্কে শহরবাসী
",457,74.0,0.2926666666666667,29.26666666666667
20606807,"

ইউরোপের সাথে টেক্কা দিতে পারছে না এশিয়া
",454,76.0,0.2906666666666667,29.06666666666667
20606972,খুলনায় গ্যারেজ মিস্ত্রিকে হত্যা ও গুমের অভিযোগে মামলা,454,76.0,0.2906666666666667,29.06666666666667
20606820,"

ভেঙে ফেলা হচ্ছে না'গঞ্জের শত বছরের ঐতিহ্য 'বোস কেবিন'
",454,76.0,0.2906666666666667,29.06666666666667
20613012,সেপ্টেম্বরের মধ্যে ‘এআই’ আইনের খসড়া প্রণয়ন: আইনমন্ত্রী,453,79.0,0.29,28.999999999999996
20606958,জামিন পেলেন আইনজীবী যুথী ও কাজল,453,79.0,0.29,28.999999999999996
20606768,"

যুক্তরাষ্ট্র ইউক্রেনকে ব্যর্থ হতে দেবে না : লয়েড অস্টিন
",450,81.0,0.288,28.799999999999997
20612145,"

যানজট নিরসনে নগরবাসীর প্রতি ট্রাফিক পুলিশের নির্দেশনা
",449,82.0,0.28733333333333333,28.733333333333334
20606924,বাংলাদেশ ‘নারী-পুরুষ’ দলে বৈষম্য চান না অ্যালিসা,449,82.0,0.28733333333333333,28.733333333333334
20612339,দায়িত্বের শেষ দিনেও ৩৭ জনকে নিয়োগ দিলেন ভিসি,446,84.0,0.2853333333333333,28.53333333333333
20606823,"
রাজপথে মৃত্যুর হানা 
একই পরিবারের ৪ জনসহ নিহত ৮
",442,85.0,0.2826666666666667,28.26666666666667
20613743,"

ভুটান থেকে বিদ্যুৎ আমদানিতে ভারতের ভূখণ্ড ব্যবহার করতে চান প্রধানমন্ত্রী
",427,86.0,0.27266666666666667,27.266666666666666
20606964,তানোর পোস্ট অফিস থেকে গ্রাহকের কোটি টাকা উধাও,425,87.0,0.2713333333333333,27.133333333333333
20610863,ইসরাইলে অস্ত্র সরবরাহ স্থগিত করছে কানাডা,424,88.0,0.27066666666666667,27.066666666666666
20606821,"

এমপিওভুক্ত হচ্ছেন সাড়ে ৫ হাজার বেসরকারি শিক্ষক-কর্মচারী
",422,89.0,0.2693333333333333,26.93333333333333
20612331,রমজানে সড়কে ব্যবসায়ীদের বসতে দেবে না ট্রাফিক পুলিশ,421,90.0,0.26866666666666666,26.866666666666667
20611053,"

উপজেলা নির্বাচনের প্রথম ধাপের তফসিল আজ
",420,91.0,0.268,26.8
20606850,"

মোবাইল কোম্পানিকে আলাদা ডাটাবেজ তৈরির নির্দেশনা বাতিল প্রশ্নে হাইকোর্টের রুল
",416,92.0,0.2653333333333333,26.53333333333333
20616091,শিগগিরই ‘প্রবাসী কল্যাণ সেল’ গঠন করা হবে- প্রবাসী কল্যাণ মন্ত্রী,415,93.0,0.26466666666666666,26.466666666666665
20606962,হোমিওপ্যাথিতে অটিজম সমাধান ও কার্যকারিতা,415,93.0,0.26466666666666666,26.466666666666665
20606895,"কালীগঞ্জ থেকে অপহৃত প্রবাসী নরসিংদীতে উদ্ধার, নারীসহ গ্রেপ্তার ৩",414,95.0,0.264,26.400000000000002
20606853,"

মাঝিদের সাহরি ইফতারে পচাভাত ও হোটেলের বাসি খাবার
",413,96.0,0.2633333333333333,26.333333333333332
20606754,"
দেশে ভয়াবহ মাত্রায় বায়ুদূষণ 
সবাই উদাসীন
",406,97.0,0.25866666666666666,25.866666666666667
20606937,হাতিয়ার মানুষের জীবনযাত্রার উন্নয়নে কাজ করবেন সুইডেনের রাজকন্যা,405,98.0,0.258,25.8
20610526,"

ইন্দোনেশিয়া উপকূলে শতাধিক রোহিঙ্গা বহনকারী নৌকাডুবি
",402,99.0,0.256,25.6
20611079,অস্তিত্ব সংকটে ভুগছে মিয়ানমারের সামরিক জান্তা,398,100.0,0.25333333333333335,25.333333333333336
20616079,"

পানির প্রতিটি ফোঁটার সর্বোত্তম ব্যবহারই নিশ্চিত করতে পারে সর্বজনীন ন্যায়ভিত্তিক বণ্টন : প্রধানমন্ত্রী
",398,100.0,0.25333333333333335,25.333333333333336
20606909,তিক্ত অভিজ্ঞতা,391,102.0,0.24866666666666667,24.866666666666667
20606888,খালেদা জিয়ার সাজা স্থগিতের মেয়াদ বাড়ছে,387,103.0,0.246,24.6
20606860,"
শেয়ারবাজারে নজিরবিহীন ধস 
বিনিয়োগকারীদের বাঁচান
",387,103.0,0.246,24.6
20606798,"

কুমিল্লার সবজির ভাণ্ডার গোমতীর চর বিলুপ্তির পথে
",386,105.0,0.24533333333333332,24.53333333333333
20606837,"
	খালেদা জিয়ার মুক্তির মেয়াদ বাড়ছে আরো ৬ মাস 
চিকিৎসার জন্য বিদেশে যেতে পারবেন না
",385,106.0,0.24466666666666667,24.46666666666667
20606825,"

তিন জেলায় অগ্নিকাণ্ডে ৯ দোকান ও ৯ ঘর পুড়ে গেছে
",383,107.0,0.24333333333333335,24.333333333333336
20611080,ওয়ালটনের নতুন সিরিজের স্মার্টফোন ‘নেক্সজি এন৯’ বাজারে,381,108.0,0.242,24.2
20606894,উপজেলা স্বাস্থ্য কমপ্লেক্সে যন্ত্রপাতি মেরামতের ভুয়া বিল-ভাউচার দাখিল,376,109.0,0.23866666666666667,23.866666666666667
20611069,"

প্রথম ধাপে ১৫২ উপজেলায় ভোট ৮ মে
",373,110.0,0.23666666666666666,23.666666666666668
20613755,নির্বাচনী হস্তক্ষেপ মামলায় সুপ্রিম কোর্টের কাছে 'রক্ষাকবচ ' চাইলেন ট্রাম্প,372,111.0,0.236,23.599999999999998
20606784,"

স্থায়ী জনকল্যাণের অনন্য উপায় ইসলামী ব্যাংকের ওয়াকফ হিসাব
",371,112.0,0.23533333333333334,23.533333333333335
20606809,"

স্বাগতিক সুবিধা নিতেই মুখিয়ে নিগার
",371,112.0,0.23533333333333334,23.533333333333335
20606746,"
	তদন্ত করা হচ্ছে: ডিবি প্রধান 
শিক্ষক ইমনের বিরুদ্ধে জবি ছাত্রীর যৌন হয়রানির অভিযোগ
",370,114.0,0.23466666666666666,23.466666666666665
20610536,"

সম্পর্কের 'নতুন অধ্যায়ের' সূচনা করতে হিজবুল্লাহ সদস্যের আমিরাত সফর
",368,115.0,0.23333333333333334,23.333333333333332
20616773,"

এইচএসসির ফরম পূরণ শুরু ১৬ এপ্রিল, পরীক্ষা ৩০ জুন
",360,116.0,0.228,22.8
20606808,"

 দেশী স্ট্রাইকাররাই দায়ী : এমিলি
",357,117.0,0.226,22.6
20606946,কালাইয়ে পানির সেচ মূল্য বৃদ্ধিতে বিপাকে চাষিরা,355,118.0,0.22466666666666665,22.466666666666665
20606877,ফ্রান্স দলে নেই গ্রিজম্যান থামছে রেকর্ড যাত্রা,355,118.0,0.22466666666666665,22.466666666666665
20612134,"

চলতি শতকের শেষে কমে আসবে প্রতিটি দেশের জনসংখ্যা : গবেষণা
",354,120.0,0.224,22.400000000000002
20606814,"
ক্যাম্পাসে যৌন হয়রানি 
দ্রুত ব্যবস্থা নিতে ইউজিসির নির্দেশ
",354,120.0,0.224,22.400000000000002
20606760,"
স্মরণ 
কে এম ওবায়দুর রহমান
",352,122.0,0.22266666666666668,22.26666666666667
20606813,"

ছাত্রলীগের বাইরে সব নিয়োগ ক্যান্সেল
চবি ছাত্রলীগ নেতা শাসালেন রেজিস্ট্রারকে
",349,123.0,0.22066666666666668,22.066666666666666
20606876,"রিয়াল চুক্তি নবায়ন করবে, বিশ্বাস ক্রুসের",346,124.0,0.21866666666666668,21.866666666666667
